Screen position for video for 15 participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
245.1752,136.295,81.45205,118.7353,246.3734,179.009,257.0901,180.0564,266.4336,179.7422,253.1233,200.2765,269.5354,178.7516,257.0007,187.7,65.66891,203.1768,211.151,228.5253,275.8363,173.6404,246.5246,148.5004,279.6789,159.2573,27.63161,157.2396,211.4889,177.2806,268.8401,166.5127,283.9894,154.3381,21.8189,167.4984,239.8977,165.7762,246.5091,235.3564,257.321,177.2501,228.9978,184.2211,45.65893,168.6662,253.627,183.3084,286.5366,155.7786,256.0635,166.0824,302.8784,121.757,256.323,173.2597,231.3994,141.6347,277.0105,132.8958
236.5831,127.1879,85.45667,117.3553,243.7746,180.4202,254.33,180.0997,266.0486,179.1786,252.6069,192.2363,267.1877,175.5443,253.1537,187.6997,67.57182,204.8932,212.1808,227.9313,275.8363,173.6404,246.5246,148.5004,280.0154,159.9418,25.94991,154.4016,208.5617,177.4148,227.1819,173.178,283.3808,148.3935,23.23122,169.6469,239.8977,165.7762,251.8505,232.6236,252.9624,174.6488,228.9978,184.2211,46.43248,174.7834,254.5974,182.6312,281.8408,153.3139,252.717,164.8265,302.5917,120.7103,256.8334,174.047,230.7856,135.8402,276.2487,131.8607
236.5831,127.1879,83.97427,116.3651,239.8091,180.5544,255.6451,175.938,261.9156,180.8578,251.9161,191.1308,262.3318,171.9633,247.4491,182.7986,49.56885,207.6356,211.7453,228.6989,275.8086,176.1908,245.8086,147.4864,284.6106,164.1679,25.94991,154.4016,205.7016,179.0126,207.3081,175.2931,283.1372,146.0159,20.67891,167.11,241.393,171.8108,248.0534,234.2438,251.6277,177.455,229.9486,187.8638,46.51061,170.1224,251.8723,184.3306,279.6019,153.2397,259.5769,168.928,214.1641,139.3193,256.5657,175.3328,208.3555,162.032,271.5233,133.6243
233.1559,127.4735,72.66468,118.2992,237.2103,181.9656,257.0487,184.3965,254.9668,182.718,253.7444,194.2343,259.7151,177.3191,247.0965,182.3893,35.09185,208.3819,212.5106,229.1285,273.2581,176.1631,242.9238,147.4509,285.3738,169.656,23.32226,159.0264,204.4517,183.2192,208.0002,176.1288,278.3817,146.5027,21.54845,165.2146,235.411,170.9856,246.901,234.7994,252.2164,179.7338,229.301,187.0156,48.7532,167.6001,248.7245,186.2155,279.6019,153.2397,274.7267,168.5857,101.338,164.5163,239.1586,171.3849,189.275,183.8988,268.3149,137.4165
230.783,128.7964,70.20545,111.0959,237.3444,185.931,256.6867,188.7238,250.2945,182.4407,248.1672,200.0411,259.3578,179.8428,245.9821,183.2348,31.65915,212.1877,212.9424,228.3691,268.1157,179.9333,237.172,145.9376,279.5387,171.4048,21.85077,159.1314,204.4517,183.2192,203.0232,178.5623,273.9913,150.5564,21.57789,169.2594,241.1617,171.4063,251.3153,232.2145,249.333,175.712,225.855,186.4872,50.66966,165.4639,243.925,187.0928,278.7284,159.2437,274.7267,168.5857,75.52695,180.9955,230.621,169.8608,189.275,183.8988,241.0078,177.0037
230.783,128.7964,108.3278,110.3018,236.834,186.3859,253.8459,184.6383,250.7432,182.9894,247.6478,199.4979,257.0024,176.6256,241.7418,183.5688,31.84571,215.8069,208.264,224.6457,265.0329,180.2194,235.7827,141.5926,280.0511,168.1155,26.71582,156.6456,204.2342,178.8483,201.6343,179.9188,275.4236,152.8124,78.78383,171.5677,236.6386,172.4215,251.8505,232.6236,245.5829,172.1744,221.5101,185.5621,52.60153,162.2659,243.6576,184.2443,276.0954,162.4672,271.5442,168.9054,70.08727,181.1356,204.2135,174.5787,186.0517,184.522,203.1734,226.2365
229.0432,126.8388,201.4031,115.9221,237.3444,185.931,251.1673,188.832,251.1882,183.534,244.9676,200.2602,254.6469,173.4086,238.4663,190.9457,31.84571,215.8069,201.0617,225.2768,265.0513,177.6688,235.0811,134.8552,281.2105,169.03,26.71582,156.6456,204.8828,179.661,202.3056,180.7253,276.2924,152.1293,190.3474,171.8849,233.2327,172.6199,247.6568,234.7984,242.6688,171.9164,218.718,185.8761,55.49639,171.0025,243.1269,184.7437,272.8719,159.8344,271.5442,168.9054,48.23506,178.07,207.8792,174.5214,186.5489,183.8995,196.7053,237.1327
231.486,135.3041,261.232,113.5357,237.2998,184.6093,251.7647,192.5635,250.7432,182.9894,238.341,196.3818,254.7928,176.7229,239.527,190.8654,28.63202,212.4848,204.5494,229.3665,265.5099,185.0065,235.0338,140.6253,280.5695,169.3636,26.77465,155.929,201.3109,179.2138,202.4001,182.2108,275.7305,152.4524,245.8496,169.7543,233.2327,172.6199,245.0251,244.478,240.188,172.1637,219.3116,186.3711,48.96667,286,234.9789,183.6224,264.6779,166.5766,271.5442,168.9054,48.01374,178.8355,247.1573,173.3551,186.5489,183.8995,201.1143,239.1381
228.5863,134.7562,262.4519,114.8077,234.0559,180.2,249.7063,184.7195,248.0181,184.5782,238.341,196.3818,253.0846,177.5901,239.6786,187.3097,26.7375,210.7583,205.5163,231.5793,265.5377,182.456,235.0338,140.6253,280.1751,171.0683,22.45661,157.6983,129.8485,170.2201,201.8357,182.8883,274.2853,150.1949,244.8406,168.0761,235.1288,172.9004,243.8774,244.9857,239.6482,175.2602,217.322,186.0331,0.5,286,224.4747,178.8615,259.7073,175.9518,271.5442,168.9054,62.83434,181.3226,214.7315,168.722,186.5489,183.8995,201.1143,239.1381
221.018,126.7595,263.6688,109.8214,233.7222,183.6582,245.9683,184.6583,243.3184,184.3101,238.341,196.3818,251.3707,178.4467,238.3861,184.2038,23.11642,210.9263,200.1466,232.0749,263.015,179.8778,232.8978,141.5571,277.0362,166.7632,21.8145,159.8333,47.40794,164.0754,202.4945,183.6963,271.6481,148.0639,242.5587,168.3539,207.4937,195.0592,237.3174,242.5559,240.0164,178.9683,215.1772,187.1334,0.5,275.6427,221.0354,178.5816,259.8645,173.6193,268.5215,170.8164,45.37621,178.3711,205.6896,170.6761,183.9911,183.9738,198.0788,238.4447
222.7464,136.3287,259.1572,96.54155,234.7903,188.664,240.0895,191.4022,236.3422,186.1795,238.6967,193.7374,251.3707,178.4467,236.0325,181.1749,25.09495,214.4634,200.1466,232.0749,263.015,179.8778,232.8446,145.8844,269.7728,144.5189,18.88372,160.0418,31.99153,164.9743,202.5889,185.1819,269.2639,148.317,241.599,168.7432,186.6569,222.1672,227.576,248.61,237.176,175.5056,215.8185,187.9256,281.6962,164.3038,219.6055,178.7165,261.3225,173.4729,263.2682,166.5221,10.87924,177.268,202.2019,179.8022,181.4332,184.0483,195.3934,238.5063
217.7361,138.4471,251.9379,98.96416,234.7903,188.664,234.3993,183.2856,226.5392,188.2313,235.4952,193.9421,249.3789,175.6747,232.9225,188.1657,25.26293,218.0844,202.9174,231.3324,263.015,179.8778,232.8446,145.8844,268.0201,130.6896,17.43633,159.4468,28.38882,165.0264,183.6166,178.1574,268.1685,152.354,241.599,168.7432,187.5856,229.928,221.7983,248.7676,234.213,170.8068,213.367,183.3667,268.4649,157.5053,213.8857,179.2556,259.5597,174.4877,260.2455,168.433,0.5,178.0793,202.9673,180.8302,178.1869,182.3394,194.6021,236.1811
216.734,137.4694,246.4145,99.40021,234.7903,188.664,231.6508,183.35,220.1954,191.6817,230.3008,196.8981,244.0352,180.2894,230.8816,189.387,25.09495,214.4634,201.9366,231.9097,257.914,179.8224,227.075,145.8134,268.4935,130.9678,17.43633,159.4468,31.31484,164.8801,105.7075,172.9986,265.8643,158.8948,241.599,168.7432,184.0518,228.393,221.1609,241.925,231.6182,169.8163,209.4948,181.5176,264.6546,160.4645,213.2043,178.4512,256.94,171.3891,259.1339,173.3667,0.5,187.0053,202.2299,181.6163,176.1688,179.0815,191.8656,233.5667
220.8752,145.7518,252.5456,90.97559,235.653,188.1156,232.7355,191.0464,220.1954,191.6817,224.1784,202.1353,241.8315,180.3723,228.1277,186.7748,25.01096,212.6528,197.4033,232.8073,255.3913,177.2443,224.1902,145.7779,264.3462,130.6951,18.88372,160.0418,28.38882,165.0264,46.02778,175.9326,266.7003,158.2331,241.1907,165.3066,177.9581,220.9535,215.0221,247.0137,232.7459,172.9053,209.5947,180.0834,267.3302,159.8065,212.127,176.2866,254.0094,171.6724,257.063,168.7528,0.5,208.3434,179.5552,181.2194,175.5073,178.5636,189.1292,230.9524
221.7039,145.0379,251.2111,89.75836,236.5675,188.8945,234.636,190.5365,220.2907,193.0832,212.9221,202.8582,241.3391,176.6114,227.3182,190.0385,25.17895,216.2739,197.4033,232.8073,255.3913,177.2443,224.1902,145.7779,262.4916,131.9784,22.02297,162.764,42.43793,168.8956,46.02778,175.9326,265.2358,152.9546,239.4435,161.7856,173.1723,218.6267,215.0221,247.0137,232.7459,172.9053,209.1337,183.5478,266.7788,163.3534,207.579,173.8586,251.0788,171.9556,256.2303,167.6722,0.5,208.6705,202.2861,185.2443,175.0014,182.9554,186.4537,231.0134
218.2741,145.3069,244.9661,96.37921,230.7389,189.5572,235.1608,190.0632,222.5723,192.7453,209.1887,203.7588,241.3391,176.6114,224.9474,187.0253,25.17895,216.2739,197.5667,234.5883,255.0414,176.6986,221.3055,145.7424,264.3723,132.6939,19.40488,167.3687,144.7244,173.6434,45.47581,177.2695,261.035,153.0843,239.8203,177.4609,178.1604,224.3925,216.3476,245.8242,230.2651,173.1524,208.6733,186.9843,263.2477,168.0671,207.8578,176.7048,250.3321,170.9812,264.5132,170.0169,0.5,209.3248,228.479,191.4538,172.9403,178.6387,187.2441,234.6623
214.1717,137.0013,242.4415,96.00862,224.2607,190.3436,232.4007,190.1065,219.7453,192.9277,209.1887,203.7588,239.1284,176.6948,220.4566,184.1791,24.60721,216.18,197.5667,234.5883,245.1481,180.959,221.3055,145.7424,269.9316,126.5493,19.09219,162.9725,227.4731,176.2305,45.47581,177.2695,261.2786,155.4621,240.1868,199.4887,178.6121,223.5099,218.5362,250.7969,228.2783,173.8926,208.3727,184.2008,264.2005,170.3805,209.5597,179.4115,249.5781,170.0138,270.7053,167.7593,0.5,216.7646,133.1016,169.9842,170.373,178.7136,158.9222,229.9369
211.6497,126.8461,237.533,88.37656,224.2607,190.3436,226.8805,190.1931,214.0944,192.9715,209.1887,203.7588,234.2533,177.253,219.0545,188.1497,20.98796,216.3666,234.7876,216.2414,236.9578,182.5667,221.3055,145.7424,269.542,125.7332,14.59846,161.1285,229.7721,174.0239,51.41792,176.8919,261.2786,155.4621,240.2266,206.0811,174.6201,222.8753,218.7483,245.9941,225.061,173.7574,209.0201,184.962,262.0706,169.6383,210.3666,181.6228,250.1845,169.5171,270.7053,167.7593,0.5,215.8767,123.9474,164.6826,167.2163,179.3419,130.6003,225.2114
207.452,129.6155,158.8431,101.5853,220.2952,190.4778,224.0771,187.4762,210.5754,195.1519,213.6192,221.2154,232.0432,177.3433,218.6704,188.5866,17.36871,216.5531,266.0162,190.1427,233.9975,179.4628,215.5535,144.2291,266.8251,130.2881,12.34821,161.3359,229.7721,174.0239,130.3395,174.8587,259.4695,152.6522,240.2266,206.0811,178.1604,224.3925,221.1495,246.0246,222.2208,175.7422,208.3885,184.4604,259.0815,173.899,209.5307,193.7817,245.7922,169.96,265.339,171.136,5.652221,215.4561,218.5559,176.2676,162.0635,178.2118,130.13,222.0433
206.4525,138.3262,63.16228,110.4881,213.1429,190.2083,219.3382,182.847,206.8545,194.8193,0.5,286,232.0432,177.3433,213.37,189.0042,17.36871,216.5531,264.1967,182.8396,231.9902,177.7271,212.8373,144.3172,264.7549,131.4946,11.65549,161.3387,229.7721,174.0239,202.0349,173.2774,259.4695,152.6522,238.6727,202.7806,178.1604,224.3925,222.6574,261.4061,236.3434,171.2941,204.8616,177.7605,254.049,175.2026,212.7733,207.258,239.4918,172.5523,259.1339,173.3667,0.5,216.9034,217.7899,176.9774,133.0368,175.9497,127.8224,221.2445
208.88,146.7514,36.28122,115.2475,203.3153,189.7796,216.5355,182.6091,203.9602,193.5965,0.5,286,228.7731,178.5839,209.2132,190.3983,13.74947,216.7397,267.6053,185.413,231.9624,180.2868,213.4004,145.0721,261.8156,131.6298,11.65549,161.3387,224.5592,176.3757,203.4135,174.6888,257.4512,156.4759,239.3998,202.2851,174.8225,226.3144,229.7852,272.4443,259.4571,167.9677,201.693,180.1135,249.1177,177.1056,214.8851,209.3685,243.0116,171.7195,259.1513,176.0876,0.5,217.3659,205.026,177.1758,109.4418,173.3426,126.1382,223.4934
206.4525,138.3262,33.13108,119.9436,201.4476,190.6667,210.9349,178.5777,203.9602,193.5965,208.304,190.9022,222.1427,178.8551,207.093,190.5654,10.13022,216.9263,264.1967,182.8396,229.3608,184.0984,212.6509,145.6361,263.9607,131.9047,11.55039,159.8672,217.8677,176.147,206.4187,174.725,254.6979,153.1423,234.803,202.8331,167.6408,221.5603,229.9429,274.1468,267.3408,165.0212,200.2959,180.2652,247.7932,179.26,214.2798,208.944,255.9234,163.7054,261.6676,173.5303,0.5,216.8114,195.0777,176.5548,110.8695,178.4211,127.8224,221.2445
198.8841,130.3295,33.13108,119.9436,201.4476,190.6667,202.7369,182.8797,203.3771,192.8253,206.6521,180.6553,217.279,179.4813,202.2459,191.5564,11.10974,213.3486,264.1967,182.8396,228.8779,179.4254,209.7662,145.6006,263.5455,131.1091,11.55039,159.8672,217.2744,176.7384,205.3258,170.9573,252.4347,154.5803,234.0256,199.8239,190.1917,214.2581,226.3475,275.099,264.5007,164.7303,196.7439,173.582,242.9567,179.9744,350,286,259.4371,151.2304,262.1511,174.174,0.5,211.9541,204.2421,176.4116,109.9699,177.9078,124.254,220.9242
198.8841,130.3295,33.56863,116.0336,201.4476,190.6667,199.9771,182.9338,196.4648,194.7034,199.2316,190.82,217.279,179.4813,199.5054,189.0299,10.61066,215.1353,266.0162,190.1427,226.3365,176.847,203.9965,145.5297,260.3719,126.8321,14.80867,164.0715,217.8677,176.147,205.3258,170.9573,250.0488,154.8254,229.0102,196.9416,230.8859,201.1981,232.4226,270.2094,259.7866,167.7054,196.5221,177.0628,237.9668,179.1888,350,286,257.4928,153.9902,259.1513,176.0876,0.5,207.8374,213.4066,176.2684,104.7981,176.7742,144.9339,222.9913
198.8841,130.3295,33.72353,117.8733,199.3228,191.4975,199.9771,182.9338,194.1445,194.2247,194.614,194.3459,214.8736,180.504,199.5054,189.0299,10.13022,216.9263,265.3532,195.3687,221.7655,176.3356,203.251,146.1353,260.1431,127.2883,14.80867,164.0715,217.8677,176.147,201.7391,171.8121,247.2955,151.4918,204.6597,178.9449,247.4813,179.1058,229.3116,267.3369,259.1686,161.5037,197.5014,180.5682,233.3763,183.1854,350,286,261.3608,155.4652,257.0721,171.5049,0.5,211.399,182.1042,167.5908,100.601,177.4397,209.1971,214.5568
192.0298,130.9007,27.58513,110.9796,193.9956,191.6791,199.9771,182.9338,194.1445,194.2247,194.614,194.3459,211.0072,182.4286,196.3252,189.2804,6.510971,217.1128,257.6981,190.6599,221.2262,175.5298,202.6398,145.389,211.4206,137.5783,11.55039,159.8672,217.8677,176.147,196.4962,172.9727,245.0322,152.9298,192.0737,161.8378,247.4813,179.1058,222.9752,273.0755,257.681,159.1466,197.8044,183.3626,231.6844,181.6761,350,286,257.4928,153.9902,256.9033,167.1615,0.5,218.1105,173.8017,163.0704,100.0905,178.3752,249.8026,209.0465
188.6026,131.1862,21.67407,100.5766,189.3061,192.3462,200.4864,179.564,194.2991,192.9093,193.773,195.002,207.8671,181.6525,192.0848,189.6145,6.510971,217.1128,258.9444,189.8454,217.8655,177.327,199.743,145.3652,105.5013,149.8687,11.55039,159.8672,214.3604,176.8834,195.8818,173.855,241.4535,153.2976,192.0737,161.8378,246.696,177.9507,222.9457,275.4309,257.3911,159.4279,192.2155,183.9686,226.7021,185.4827,222.1409,219.8444,253.7393,153.3079,253.0508,168.0061,0.5,218.1105,201.3226,173.5856,100.4331,177.8243,246.7527,212.2098
189.6245,132.0246,21.91146,109.6048,188.6169,192.8729,192.9703,180.4906,190.7991,192.6115,189.7898,194.6557,205.1752,181.1212,190.0482,190.8417,10.13022,216.9263,258.9444,189.8454,214.543,180.6263,202.6074,141.1847,56.67136,159.4431,11.55039,159.8672,208.5325,177.1736,195.8818,173.855,243.8393,153.0525,192.0737,161.8378,241.4621,176.54,221.7862,270.119,255.3977,155.2678,188.2266,180.911,226.1729,187.8434,226.5431,211.1951,251.9575,156.4013,251.8277,167.2533,0.5,214.7645,201.3226,173.5856,128.2018,162.7808,243.15,211.8859
185.4609,134.8991,112.8822,121.0579,188.7748,191.6566,186.8407,179.8564,185.148,192.9989,186.5738,194.8622,202.9656,181.2185,190.8192,194.3805,10.61066,215.1353,255.9082,190.8251,213.9933,183.6756,202.0505,136.0706,60.71473,161.2559,11.55039,159.8672,205.6912,178.7758,192.9855,175.5253,243.8393,153.0525,192.6631,162.3085,238.4027,201.915,216.1563,265.4945,255.3977,155.2678,188.5186,183.7079,225.3302,185.6678,226.5431,211.1951,249.3589,157.0005,251.8277,167.2533,0.5,215.5477,202.1053,172.7904,173.4305,131.7478,243.15,211.8859
186.3291,134.0084,197.3112,124.4764,206.6938,173.7125,190.264,180.3635,181.4905,193.9764,185.2755,199.7896,202.9656,181.2185,190.8192,194.3805,11.10974,213.3486,256.9543,196.8078,211.4427,183.6572,202.0505,136.0706,63.65294,161.1085,13.02217,160.4587,206.2738,178.1369,185.5227,175.9699,238.2446,156.8259,186.9398,163.0073,237.2217,221.4322,207.6769,263.8867,256.3171,158.0298,188.9568,187.9031,222.0531,188.3829,225.7131,212.3108,248.8557,156.3402,248.6622,167.5842,0.5,215.2082,201.3793,177.2325,196.024,115.5895,242.6564,208.7617
186.3291,134.0084,200.6805,120.4874,231.195,154.1917,190.3451,184.503,185.6396,192.2894,181.5368,200.8174,197.4417,181.4617,187.2371,190.5601,7.073581,217.1138,254.6827,191.6286,208.1389,184.1482,199.1002,140.3798,63.65294,161.1085,13.02217,160.4587,214.349,175.683,182.5375,176.1478,238.2446,156.8259,182.3613,163.5664,238.2431,219.1328,201.0927,240.7621,253.8363,158.277,189.6476,187.2728,224.3285,188.5966,221.9868,213.5768,249.1511,159.2684,245.9932,172.6633,0.5,214.9514,193.1038,178.1285,199.3425,114.9188,242.5816,206.9472
186.3291,134.0084,198.4914,119.1466,236.5006,153.9915,185.0232,188.5678,198.1499,200.5054,180.4277,196.6442,193.0713,182.761,182.5127,184.5179,5.59902,224.44,255.2684,191.3867,207.1003,181.8271,195.3244,146.8657,63.65294,161.1085,13.1264,161.924,233.435,165.2125,183.5605,181.1977,238.6505,155.1835,182.9794,164.0264,231.9878,220.0214,198.7258,215.2254,249.1916,155.8641,186.6925,186.1633,223.5881,183.1092,214.8658,214.2452,249.6518,159.9168,242.8277,172.9941,0.5,214.9514,189.4758,178.1847,195.4918,115.0313,243.1809,213.2287
204.0165,139.5231,205.0101,114.121,237.3658,153.3062,184.8258,184.6113,350,0.5,178.8433,200.2027,193.5921,183.1879,181.0985,158.4802,2.061942,226.4185,262.0764,179.425,201.9714,183.0698,199.7225,141.1492,60.71473,161.2559,14.40314,170.7251,243.1721,154.544,185.3995,187.0547,239.0984,155.7199,183.5059,163.4266,228.5654,220.2218,198.7258,215.2254,247.3055,162.3087,182.4807,186.6048,220.0664,184.1482,214.8658,214.2452,245.6616,158.9721,240.2524,163.6635,0.5,214.9514,164.0799,178.5774,193.0745,120.2406,108.9206,286
222.7464,136.3287,204.0347,115.297,234.7029,153.407,184.7445,180.4717,350,0.5,174.9979,199.6527,193.5921,183.1879,178.8433,129.8578,0.5,221.2918,267.4216,134.7852,199.4115,183.0512,196.8377,141.1138,59.11202,163.4903,12.60145,174.5821,243.1721,154.544,183.5605,181.1977,236.7222,155.9714,187.8049,160.5782,226.8543,220.3219,199.1992,220.3328,249.7879,162.0701,182.4807,186.6048,221.1519,187.9767,206.8417,211.6573,240.7747,158.8037,243.4177,163.3324,0.5,214.9514,162.0857,177.0703,193.0745,120.2406,277.0464,286
235.8538,142.123,193.7495,115.0444,231.8887,149.5137,177.8453,180.6069,350,0.5,171.452,195.0526,195.446,150.0032,177.2821,123.5808,0.5,224.776,266.4221,104.3464,199.9382,182.4976,191.0149,145.37,58.89256,159.1012,14.06449,175.1126,243.1721,154.544,181.1338,177.7292,231.97,156.4742,217.086,124.4746,227.3819,220.9811,190.8447,222.8242,250.7906,159.4685,182.4807,186.6048,216.3802,187.729,187.695,194.5692,242.1902,156,252.5111,143.1818,75.90082,195.5013,148.4725,176.231,192.9247,115.1062,350,286
237.2286,141.7592,189.9628,113.5068,231.3297,145.5704,173.7057,180.6881,239.9899,154.7184,173.0591,194.942,206.4953,89.57054,177.0316,120.4005,0.5,228.397,262.6967,102.8926,196.1299,184.8216,191.0149,145.37,56.03969,160.7104,13.85603,172.1819,243.925,155.5166,174.4664,178.7541,228.938,156.0179,249.3817,84.51779,228.027,221.4592,186.4371,192.0765,248.7329,160.2569,179.6729,186.8992,214.3553,187.1485,171.4879,179.6692,242.3438,157.4629,257.7252,123.0025,222.2115,169.9572,158.0477,186.9346,201.6816,92.27968,274.6063,147.7202
225.4551,125.4053,194.0774,108.075,241.4044,131.9585,174.373,180.1019,234.0624,150.8428,173.0591,194.942,214.4184,60.45944,177.0316,120.4005,0.9885676,231.9102,258.3866,100.3399,196.1392,183.5462,191.8049,144.6355,92.95502,128.7083,14.69602,163.2852,241.9765,154.8864,172.4452,182.7404,228.938,156.0179,254.2663,76.95093,228.4317,228.3374,195.4269,126.2716,248.3777,156.5463,179.9822,183.1857,212.9835,187.3336,171.2452,178.1116,242.8048,161.8513,249.3292,119.0421,234.764,164.1903,177.1986,205.591,215.9354,23.2226,271.382,119.5681
225.3194,144.4904,191.4705,107.4431,259.9344,96.85582,175.0855,180.6611,226.9951,151.2987,169.8449,195.1632,208.0508,60.07068,176.6975,116.1602,0.5,237.419,254.8067,100.6704,196.1576,180.9957,191.8049,144.6355,160.0112,85.57578,14.69602,163.2852,238.358,155.5159,203.0779,168.9326,228.4542,155.4879,254.2663,76.95093,237.5389,168.1843,198.0547,90.69835,250.7901,149.1894,179.6902,180.3888,209.2381,190.6326,173.9598,176.4201,242.8048,161.8513,244.8625,120.6468,225.651,162.6108,177.8111,204.6772,216.2071,0.5,267.4043,122.3311
207.3122,145.1062,190.0884,104.7057,265.3556,75.14868,175.7923,181.216,225.9464,157.0437,166.6309,195.3844,205.8483,60.16727,183.4242,93.23022,0.5,237.7857,257.5177,105.1641,195.6293,181.5629,188.9082,144.5997,190.4196,75.21219,13.5474,167.1195,236.8944,155.5829,248.3696,149.7578,228.4542,155.4879,254.2663,76.95093,253.8663,95.11145,198.9111,91.75858,250.2207,114.4272,177.1854,183.4777,205.5737,190.5409,175.2504,174.8623,236.6461,159.5403,244.5285,117.4672,229.3709,166.1438,205.1743,218.9106,218.052,1.023682,260.7403,125.1452
180.2505,122.1311,193.7675,104.396,261.0004,74.94917,175.7923,181.216,220.2324,166.4649,166.6309,195.3844,205.8483,60.16727,188.3649,74.70757,34.54526,218.915,257.5177,105.1641,191.2875,149.0763,188.1671,143.8214,189.569,78.88538,31.86377,156.1729,239.0166,137.8857,260.2213,147.5538,226.0718,155.7489,254.992,76.03656,260.0092,92.58,200.7747,91.00249,241.1538,81.09607,172.2118,183.4233,203.0104,185.8855,172.0021,177.3437,234.51,160.7448,218.4902,77.93849,222.1648,168.144,197.1069,218.438,214.4373,7.578888,256.7113,125.2221
187.2935,176.4146,205.3666,44.13495,258.3132,73.11201,172.4069,184.8547,216.6826,168.7627,167.2771,196.1015,205.6054,60.8186,187.7802,67.28699,145.6917,154.4357,250.2305,104.0375,190.1601,128.6624,186.0294,143.1155,191.457,80.02106,118.1255,105.853,241.2059,121.652,260.2213,147.5538,226.6035,155.257,254.992,76.03656,254.9646,94.56783,200.7747,91.00249,239.6009,78.27191,168.9624,179.506,190.0601,157.572,173.9827,182.8966,234.9529,165.1371,198.8575,43.19101,143.2613,133.8889,194.5119,223.4035,207.063,21.44586,254.0253,125.2733
350,169.1679,214.6135,0.5,249.8118,57.46112,172.9718,185.5171,213.8684,168.9547,167.2771,196.1015,215.7972,50.71185,185.3259,63.21378,210.4136,102.4435,249.6826,105.3553,192.1414,126.6783,183.8979,142.3924,188.9216,81.4178,191.1765,65.69226,233.9551,123.451,254.34,149.4021,229.5247,154.5231,240.5316,62.65591,255.2402,99.70421,197.5242,93.0466,239.6009,78.27191,170.6606,182.1667,187.234,100.0141,172.8385,185.8822,232.5648,162.9271,195.0133,43.90952,85.97638,93.63332,192.9992,224.7824,201.8878,20.33115,254.1534,131.9885
350,141.1822,216.6366,0.5,245.0656,35.04108,171.6025,180.1565,211.0365,167.9412,162.453,196.4113,225.2459,38.14954,182.8044,65.26987,206.7925,102.6114,252.502,109.2166,190.8709,125.3891,183.9694,138.0479,190.3459,73.74307,198.1102,64.54517,231.0279,123.5851,248.8567,150.4767,224.8756,156.2063,222.7843,45.31723,262.2155,98.66382,192.397,93.54927,236.6238,81.94342,169.6982,186.5256,189.3898,74.58028,169.9923,186.1609,233.5666,158.3849,187.2907,43.87109,165.3846,77.0713,190.8648,225.2748,201.1953,21.46628,254.1534,131.9885
174.3419,208.871,212.9573,0.5,247.5389,29.64395,169.5661,180.7692,214.4617,168.3569,159.5468,201.442,218.7868,37.72955,180.6906,65.43585,206.7925,102.6114,251.0482,112.9419,190.8709,125.3891,180.3473,137.3171,191.3724,64.8548,198.1102,64.54517,231.5723,124.4012,232.054,118.66,222.4899,156.4514,219.0673,43.41687,255.3374,99.06834,190.3524,96.40216,235.6333,84.53821,168.2943,186.6728,185.6901,73.28969,166.533,187.0679,233.2594,155.459,185.4747,44.91132,241.5401,75.10855,190.9221,230.7743,192.0553,21.17932,250.1243,132.0654
186.1115,141.6626,202.0747,0.5,242.2317,29.82416,167.5455,181.3771,213.2658,168.3618,155.0501,201.597,217.4875,33.3591,178.5768,65.60202,203.1714,102.7794,252.5487,115.3199,187.0404,124.0812,179.4934,143.7857,191.3724,64.8548,198.3082,67.48972,231.5723,124.4012,210.4397,81.16254,223.82,157.2013,218.1962,43.965,247.5489,113.3304,184.1868,97.80522,231.4342,79.9622,165.3393,185.5632,184.3235,73.47331,162.8769,186.858,231.4341,159.576,186.3613,46.09741,239.2324,76.39462,190.8648,225.2748,181.6006,13.80338,247.4382,132.1167
